loss1_AdamW,vloss1_AdamW
0.06529090118934126,0.03181503516435623
0.033399817020577545,0.025662204672892888
0.028185289742315517,0.02470039697488149
0.02588638944003512,0.029109681104620297
0.024334717466988984,0.040793359965085985
0.02276020052546964,0.018359100975096226
0.021652031065786587,0.02273935749878486
0.020914553224602166,0.01635568603873253
0.020364874721888235,0.015315117711822191
0.019284298307755413,0.0216370669901371
0.01897005606355036,0.01451879407465458
0.018000850816421648,0.01787970584134261
0.018199751807924578,0.017498604555924734
0.0175946028898744,0.015468875117599964
0.016842308662831783,0.03040250086784363
0.017025258358348817,0.019141909904778005
0.015904287052943427,0.012716603070497512
0.015930389760171665,0.0153848349476854
0.015689222657066935,0.012970179359118143
0.015564329749959357,0.01198062617580096
0.015377225030870998,0.01456580180923144
0.015066687391961322,0.010132942982017994
0.014388532754691208,0.012987878744800885
0.01468830757763456,0.012998191398878893
0.01424141881308135,0.015296879736085733
0.014376181208912065,0.0195562066261967
0.014078426810529301,0.01291123823573192
0.013531763495767818,0.011529194568594296
0.013806708507239819,0.009177104382465284
0.013691060262786992,0.02632085797439019
0.013139303470139994,0.01386778919150432
0.01293982029443278,0.013010830029845238
0.01304853879200185,0.014779179096221924
0.012619484251474633,0.01563695487876733
0.012545382391880541,0.009602362564454476
0.012518148827421315,0.009730969412873188
0.012627010108574348,0.010105507050951323
0.01238828821151572,0.01037230575333039
0.012501466402674423,0.015299943961203098
0.011864708886646173,0.01377665395786365
0.011990899641285925,0.010209486239900192
0.01201800196398707,0.01079524814337492
0.01192061149701476,0.00920209584881862
0.011953928384929896,0.010258763827383518
0.01183333008780199,0.012729603325327238
0.011510024283300427,0.010801696956157684
0.01145333923706237,0.008399088102082411
0.01165288579989882,0.011747950229793786
0.011389087616301636,0.009991037889073292
0.01151422657204025,0.014287525800367197
0.011039421264520463,0.009566160609324774
0.011165328293162234,0.014072219461202622
0.011417622224811245,0.009253561629603306
0.010919257802121779,0.012581735702852408
0.010954624440521001,0.013555849827826023
0.01117344533367192,0.014409494971235594
0.011022417853422025,0.011090769028911988
0.010668261464466066,0.01292785138140122
0.011026228214449742,0.01042312069485585
0.010756426404504214,0.011422412189344566
0.010633119246100678,0.008007575710614522
0.010769866138039267,0.010897002073625723
0.010785006020875539,0.009283162165433168
0.01059104724272209,0.011050791713098685
0.010950778406113386,0.010881057543059191
0.010593993577229626,0.009317012646545967
0.01037116987827946,0.008259954255074262
0.010530268813538201,0.009224820323288441
0.010338729076964013,0.008598456824819247
0.010472031645915087,0.012112331884602706
0.010348003119449405,0.007434516549110413
0.010365455197718214,0.00900053258985281
0.010460872652995236,0.008072384169946115
0.010176834323607824,0.009822291513284048
0.010078398040112327,0.00872877847030759
0.010450033726499362,0.009106716764469941
0.010130432041033225,0.01055983293801546
0.01020526837732862,0.012241752224663893
0.009970713440328837,0.008363394149889548
0.00995643799423295,0.008593546689798434
0.01001707936450839,0.00838593192026019
0.009871472842114813,0.00895111296698451
0.01005386039592764,0.008371039211750031
0.00999389640176121,0.007894407838582992
0.009660714586210602,0.00868882378935814
0.00972445246818311,0.008662121180444956
0.010153341247316669,0.00935072407250603
0.009813535896951662,0.010511898772170146
0.009645086606197497,0.009058100818345944
0.009593377033577245,0.01188251654803753
0.009741460443200433,0.011020109314471484
0.009826080112553695,0.010475340563803911
0.009565711437341045,0.008071180702497563
0.00967115851601257,0.011142028165360291
0.009677040985182805,0.011075170109669368
0.009615846105577315,0.010172162505487602
0.009330309818115305,0.010191948072363934
0.009689524375121383,0.0131553908487161
0.009488649646368096,0.009565254210184018
0.009450075155671905,0.010481157157570123
0.009378276705084478,0.008986102218429248
0.009765752534436829,0.009424549590796232
0.009360421588315683,0.009590421794603269
0.00931519416807329,0.008662844279160102
0.0091486804005416,0.011283736233909925
0.009616007196333478,0.008067134391516448
0.009299017606193529,0.007484024050335089
0.00924082185108872,0.008426116932183505
0.00939810146216084,0.013398384662965933
0.009174123902531231,0.009341359496116638
0.009472642702433993,0.007687927930305401
0.00924734097741106,0.00821793187285463
0.009306500776506523,0.0070752383507788185
0.009181861170731923,0.011791825354099273
