loss1_Adam,vloss1_Adam
0.1252934334979338,0.05076438277959824
0.056424943469903045,0.08489161601662636
0.046305307184948644,0.03556424148380757
0.04293606877326965,0.032677007600665095
0.04015917307313751,0.027956427911917367
0.037921020719058375,0.06351073100169499
0.03677940485582632,0.07325836515426636
0.034671689172001446,0.027512922952572506
0.03397405659188243,0.03649083657562733
0.032047161068986446,0.04106592419246832
0.03191542406643138,0.02387122070789337
0.029794750784249868,0.026574453229705492
0.03030327559481649,0.022726102056602637
0.029526695072650908,0.026264199957251547
0.02863936429163989,0.028623820990324022
0.027993388090940083,0.03203321734567483
0.02729964860309573,0.03669098067780336
0.027832168357337223,0.022511902516086896
0.026572954397867707,0.026509764671325684
0.02576531355608912,0.02422167660295963
0.02609932150560267,0.0239376104225715
0.024653155517052203,0.026454909960428874
0.025103229968863376,0.027627393806974092
0.024731447414440267,0.023554576297601063
0.024098918492303174,0.02033768191685279
0.02392825155223117,0.02058514635761579
0.02431111635793658,0.023081499725580216
0.023378815457663116,0.02145319765806198
0.023091124638476793,0.019219688278933365
0.022617331055595595,0.020521835962931317
0.022588976249975315,0.019527328739563626
0.022225387369008625,0.024539195309082665
0.022337610679952536,0.020356212231020132
0.02202476900553002,0.03543245723346869
0.021592566747875776,0.01768266465018193
0.02156470261514187,0.021122511965533098
0.021507405955125306,0.029968739519516625
0.021182151467922856,0.03032953815162182
0.02115499334168785,0.024975103388230006
0.02076101208741174,0.0233990215609471
0.02101426993661067,0.01756762015571197
0.020710674100938964,0.015297982973357042
0.020900351803530667,0.023340275650223095
0.020429527458022623,0.016988222961624465
0.020670392409405287,0.018208619773387908
0.020208933183813796,0.01997750070442756
0.020190033188199296,0.018980896659195425
0.020150776078595833,0.019875295822819074
0.019563664005083196,0.014842430539429187
0.020190197503742048,0.023289525677760443
0.01954663791858098,0.02214784437417984
0.019750263028285083,0.020163069744904834
0.01978826398227145,0.02403764926393827
0.01937401663073722,0.016585222179691
0.018821762357564532,0.017237200083831946
0.018965349981890006,0.017571198562781016
0.01917839054763317,0.015338363664845625
0.01871370393169277,0.017766717803974947
0.018993507608333054,0.020172657631337642
0.018745602025705226,0.017424547947943212
0.018676937334677752,0.018888772934675217
0.018511811675832553,0.019674339917798836
0.01853018982664627,0.01736780964831511
0.018360475722919493,0.015077048329015573
0.018231872577439336,0.018811034684379894
0.018079872868078595,0.01635748455176751
0.01835228599257329,0.021296721639732518
0.018090828271911424,0.018692301961282888
0.018019470694748796,0.022007379370431106
0.018269584598786692,0.015813218789796035
0.017804850687437198,0.02124468129873276
0.017751281974070214,0.015347583062946797
0.017895569007186328,0.016185713499784468
0.01765566410825533,0.016084988879660766
0.017250819646698588,0.014705692837635675
0.017680541885249756,0.025648585865894954
0.017277054275221686,0.017986307409902414
0.017265914350309792,0.017552232302725315
0.017243836496244457,0.015409667385121187
0.017523714518284095,0.013989437659581503
0.01762936368409325,0.01439338079591592
0.016859842239495586,0.016673961885273456
0.017297264398459126,0.013304785842696825
0.017140486484064774,0.016095723452667396
0.01735461029848632,0.01709070274233818
0.016909342172829543,0.01732856192191442
0.01688194121201249,0.016811420833071074
0.016808594252256785,0.015049704226354758
0.016734850060852135,0.016177507303655147
0.01678483174828922,0.018422103690604368
0.016734018586575986,0.015542949909965197
0.016735080581815803,0.013507183842360973
0.016774623758652633,0.014717597901821136
0.016704614551628336,0.017144435413181783
0.01653521887826569,0.017900528855621815
0.016486636966028635,0.016483562983572484
0.016453016237300985,0.0144322749376297
0.0165711392742746,0.02203016892572244
0.01611468365525498,0.0174362206235528
0.016385247730595225,0.018433282271027564
0.01627006723293487,0.014492633288105329
0.0163130926117301,0.01793841939419508
0.016052791744032326,0.016124494053423404
0.016168046863640057,0.014921796418726443
0.016277050041100558,0.01800245170046886
0.01594014217573054,0.020859675536553064
0.016277302243692032,0.015430874029795328
0.016016750678420066,0.01690003657837709
0.01583714112814735,0.016524283195535342
0.01584083835430005,0.01498344662040472
0.015833125434377614,0.016374854582051436
0.015988530195372948,0.026338143249352772
0.015814768162720344,0.013674466778834661
0.01564707682632348,0.016585689375797907
0.016006295897504862,0.017896421189109484
0.015760502691654597,0.016796349051098027
0.015563519727219553,0.01298186447719733
0.015429371071212433,0.015181201306482156
0.015783236184979187,0.02031884703040123
0.01563145272389931,0.018792930116256077
0.015323778319884749,0.013123731513818106
0.015709114118533977,0.016005094202856222
0.01518790664392359,0.015762319604555767
0.015662416948553394,0.0151323950390021
0.015486280968084055,0.01492475655178229
0.015140495511538843,0.017423039853572846
0.015271071751766344,0.01316846592227618
0.015404250428080558,0.01495490085085233
0.015169949122649781,0.012964239813387395
0.015326752880916877,0.021055002893010776
0.01525595439400743,0.013964987551172574
0.015327008587472579,0.016770627963046233
0.015072743925539886,0.013613347440958023
0.015385450723854934,0.024310141210754713
0.015265025257187731,0.013072540998458863
0.015295975462917019,0.013486360877752304
0.014881937828134089,0.01790761467566093
0.014939422830939292,0.014414113640785218
0.015257157853859312,0.017174244185288748
0.014991974423036855,0.018347460033992926
0.015037192815805183,0.012771516511837642
0.015041540025349926,0.01695611422260602
0.01469452846488532,0.015057398311793804
0.014880891855586978,0.012678597408036391
0.014883292956825564,0.01306088214367628
0.014814414874595755,0.017179083647827307
0.014935834409559475,0.014218284813066324
0.014963476572404889,0.014170606466631095
0.014721671664101236,0.012734460003674031
0.014963601374012583,0.01246116867661476
0.014880626481245546,0.012984210739533106
0.014919310717898256,0.017743241588274637
0.014627739321221323,0.012910809561610222
0.014751300599645165,0.012512983736892542
