loss2_AdamW,vloss2_AdamW
0.04899332334753126,0.02019095312183102
0.013876792789875147,0.01045842495902131
0.009479062505039004,0.0070806513346421225
0.0077349099686698005,0.007361008320003748
0.006932510087020038,0.005656645827305813
0.006336782630943858,0.005966286194355537
0.006024084071053521,0.005469923450921972
0.005739459805601441,0.006039337313268334
0.005576982375179582,0.005007781961467117
0.005360893549068886,0.006184562206423531
0.005300888788256356,0.005076328117866069
0.005210781363797758,0.004652332766757657
0.005097896257853683,0.005039150031128277
0.005120075441321687,0.005159285947835694
0.0050400431021390595,0.004637901089154184
0.005024866420118248,0.004889024586494391
0.0050052773063618905,0.004938694376808901
0.004939074528759674,0.005162415482724707
0.0049010264988550364,0.005368665908463299
0.004888115799985826,0.004982327964777748
0.004884826642570689,0.004542249264583613
0.004846531863543479,0.004727799086443459
0.004864989434067598,0.004484865193565686
0.004873174139955903,0.004671125789172947
0.004866320201579262,0.004679609516945978
0.004809910325360868,0.004913469058616708
0.004837433674016639,0.004615927842678502
0.004767478046500508,0.004863519745413214
0.004821290238075615,0.004406613637305175
0.004776136511388947,0.00482377801866581
0.004864837203914409,0.004339815748001759
0.004765418186948141,0.005092027771752328
0.004876225152710343,0.0045974770036991686
0.004789069421616767,0.004536978599693005
0.004764446262818049,0.004398873473595207
0.0048307938918964385,0.00462632152872781
0.004775440515539444,0.005008181595864396
0.004833408230778706,0.00493194570299238
0.004834400972707526,0.004586281206381197
0.004718355457846294,0.004683575660844023
0.004796177635024137,0.004629253894866754
0.0047949258484603725,0.004672265029512346
0.004765826708856313,0.004894923690396051
0.0048075880143134036,0.00463430632953532
0.004801604098996476,0.0047344609823388355
0.004817359755500494,0.004740796711606284
0.004795519813128254,0.004866121103987098
0.004785771683707614,0.005200112025098254
0.004752753651700914,0.004451767007897918
0.004809880266239976,0.004617616204389681
0.004811844076303875,0.0044780360961643355
0.004757949027835447,0.004364495718618855
0.004716220304972547,0.0046626343100797385
0.004745645814931349,0.004705505872455736
0.004679876591955476,0.0048302586656063795
0.0047801772016100585,0.0044194930330074085
0.004702910465900512,0.00510999890199552
