loss2_QHAdam,vloss2_QHAdam
0.040007535244940835,0.016905145525621872
0.023837830268723124,0.01917268956700961
0.019826064406729797,0.016733550932258368
0.017540811266585746,0.01615954660034428
0.01615530372295967,0.014344265529265007
0.014966170680161347,0.01299401861615479
0.014264886479769997,0.01338758401107043
0.01356440908549463,0.011510350159369409
0.012936575591618963,0.01238720677793026
0.01260801700546461,0.01214348008700957
0.012197542161790325,0.01207279801989595
0.011846432085696827,0.011783509748056531
0.011545233510653763,0.011771841440349817
0.011400525451309103,0.011612932857436439
0.011138959657674766,0.011443640454672277
0.010888680425362991,0.011196261116613945
0.010696616071714637,0.0106574147939682
0.010626250699929455,0.010416510747745633
0.010385091245338759,0.010268574658160409
0.010351656100657932,0.010620502793850998
0.01018770576646442,0.010432323712545136
0.010023447390481392,0.009989064264421662
0.009919580174883938,0.010259933032405874
0.009845438461257693,0.010145054276411733
0.009832229499486,0.009500744480950138
0.009688360801459673,0.009885604493319988
0.009568973327986896,0.009838715428486466
0.009449226254432955,0.009823504835367203
0.009519498973317882,0.009572103425549964
0.009456056348212501,0.009637521773887178
0.009335868067436796,0.008467530055592457
0.009294565869769192,0.009601917117834091
0.009215477860861403,0.009242044916997353
0.009204634451581276,0.008567363334198793
0.009126564659013906,0.009147398135003945
0.009064101388075334,0.008914628260148069
0.009086215930223903,0.009438430385974547
0.009054236846756847,0.009180073587534329
0.008990192012039615,0.009550807687143484
0.008905931026674807,0.0090042552134643
0.008931151782984243,0.00912700624515613
0.008840137633823734,0.009179504859882096
0.008874404839897418,0.008971429313533008
0.008885046563056461,0.008335689548403025
0.008838423514081276,0.008497972157783806
0.008792620419305475,0.008958047566314539
0.008701565798700732,0.008790791306334237
0.008761685862041572,0.008964969892986119
0.00878486646037987,0.008528006457102796
0.008716261521091355,0.00910215184558183
0.008697311859577894,0.009306030697189271
0.008712494923897526,0.008596248148630062
0.008623180883553098,0.008847878974241516
0.008649083148852429,0.008277942426502705
0.008645122569492635,0.008696318021975458
0.008551067131681038,0.008781167988975843
0.008595195235958433,0.008780424677145978
0.008630723986939034,0.00837677294233193
0.008573541623156737,0.008222837699577212
0.00857546184595455,0.008400721359066665
0.008581445285338251,0.009020958056983849
0.008573158288045842,0.008907053037546575
0.008522932986071444,0.008629534451756626
0.00844950579545077,0.008321823823886612
0.008473680142368026,0.008824597578495741
0.008474737296209615,0.008542523991006115
0.008462323697612566,0.008104530163109303
0.008460916222675759,0.008497927900558958
0.008481344769654028,0.00827463708507518
0.008471545030582039,0.007856773930446556
0.008490827845354728,0.008517226514716944
0.008481754729633821,0.008230331741894284
0.008363257929244462,0.008784731772417823
0.00841914037899936,0.008933365849467615
0.008446285131332628,0.00850475662931179
0.00855290676083635,0.00867378261561195
0.00850819593624157,0.00866168923676014
0.00847356889040812,0.008472282846923918
0.008461904890068313,0.008791141211986542
0.008461960269521703,0.008755402794728676
0.008401326533845243,0.008637919168298444
0.008437080110204132,0.008437414925235013
0.008432850029374309,0.008215237408876419
0.00839705769356121,0.008505609429751834
0.00832708429901258,0.008406835064912835
0.008453083984718165,0.008159834348286191
0.008410678039688398,0.008756568150905272
0.008423611446393324,0.00784164669069772
0.008352933451533318,0.008182809823968759
0.008345005472245462,0.007809787290170789
0.008257961845682824,0.008314520120620728
0.008453646188547067,0.008092879899777472
0.00843616937944556,0.008396424974004427
0.00840170104193556,0.008702062536031008
0.00841579319881823,0.00837309097793574
0.008359267342123477,0.008481470363525053
0.008345031412318349,0.008414074739751717
0.008378456113860011,0.007804015282696734
0.008378293245400795,0.008163262721306333
0.008356783148723053,0.008468997082673013
0.008350858923650402,0.008072245710839828
0.008331928881542647,0.008412045678899934
0.008379310492754859,0.008503489118690291
0.008370140088064706,0.008414235392895838
0.008271572830648544,0.008630094739298025
0.00842490153359797,0.009304777214614054
0.008419349823859246,0.008361728202241162
0.008333473500576527,0.008352584981669983
0.008341495043543331,0.008158224324385325
0.008328797302537543,0.008336612896528095
0.008345087182105464,0.008595210500061512
0.008386322680641623,0.008681840457332632
0.008405247703194618,0.008505607567106685
0.008394928210798432,0.008579052053391933
0.008327481364283492,0.00847865427689006
0.008363295510849533,0.008131356948676208
0.008316932328264503,0.00848111737286672
0.008324250674751751,0.007881256247249743
0.00828916478819926,0.008613080795233449
0.008335513172342497,0.008462225746673843
0.008322898825794896,0.008233896495463947
0.008292901329696178,0.008485887510081133
0.008302074480418335,0.008363294919642309
0.0083510168513064,0.008743526142401
0.008432582691859673,0.008060543875520429
0.008374806041555369,0.008856761288673928
0.008367097737979801,0.008428000359951207
0.00829812589868465,0.008070149012686064
0.00831057213465957,0.008514795219525695
0.008355039144482683,0.00800496384423847
0.008327271803008282,0.00841697615881761
0.00831585142569726,0.00810565052476401
0.008294157122316606,0.00762903430343916
0.00829800300519256,0.0084785115517055
0.008386455250301343,0.007789731491357088
0.008319304030224243,0.008996740643245479
0.008348877541720867,0.008157300141950449
0.00836565431810039,0.008142595936078578
0.008355389047852334,0.008354343454508731
0.008284956970087746,0.00832002516835928
0.00823411182500422,0.007872098358348012
0.008275543675100541,0.00805767773029705
0.008396881118909839,0.008148455410264432
0.00831794589484001,0.008571588395473858
0.008337201646474354,0.008398824914668998
0.00835057400742217,0.00876674777828157
0.008381144972244167,0.008041707294372221
0.00833413188400514,0.008346512622665614
0.008295766591532704,0.0086659569448481
0.008303458323044813,0.00868623525214692
0.008336245445260668,0.008542042846481005
0.00830457971075221,0.008517614721010128
0.008351721465313697,0.00852534279692918
0.008353948377428906,0.008023161344074955
0.008293016094659619,0.008447995875030756
0.008300141342367758,0.008291922723098347
0.00830832467524006,0.00819259905256331
0.008310269619173864,0.008351529715582728
0.008329039535430424,0.008525857798910389
0.008331866928047556,0.008602215830857554
0.008274094389943296,0.008366917880872885
0.008285293923964834,0.008487944724038243
0.008291444453575155,0.008349541729936997
0.008367544211282888,0.008575285668484867
0.008363553309155738,0.008457972629306218
0.00831822371658157,0.008202717057429254
0.008328212336089243,0.008020232625616094
0.008327159941579928,0.008317907010981193
0.008310182910302983,0.008400880265980959
0.008303664316532804,0.008377611016233763
0.008274759097463068,0.008346918077828983
0.008361121119164368,0.008120464199843505
0.008315463550388813,0.008245750893062601
0.008293331278871526,0.008191640682828924
0.008330180371344528,0.008021020330488682
0.00833918830818113,0.008014124333082387
0.008335484856027453,0.008029709899953255
0.008285768960109529,0.00784442744528254
0.008225656919153956,0.008702909457497299
0.008197401561226477,0.008094560742999116
0.008211328709662399,0.00840706096884484
0.008302354753729613,0.00831672087466965
0.008406952222097008,0.00864664752346774
0.008412488202071366,0.008119208117326101
0.008398586082929635,0.008862749324180186
0.008387988693464328,0.008326591729807356
0.008329180117203471,0.008441417012363672
0.008341540253775962,0.008381445930960277
0.008324625566327834,0.00824929028749466
0.008331872002385995,0.00830081473880758
0.008281155283946325,0.00852350692730397
0.00827108440674184,0.008553113283899924
0.008325248648522092,0.008057368647617599
0.008324996869572821,0.008245467188923309
0.008300604469909826,0.008558710765404006
0.008283329483888605,0.008235396933741868
0.008306304431136917,0.008714884170331061
0.008342733305385885,0.008199554945652684
0.008338185109417228,0.008353168067211906
0.008360193521880051,0.00880230194889009
