loss1_AdamW,vloss1_AdamW
0.08097866427898406,0.03608410392204921
0.037688143596053124,0.025306877791881562
0.03049052443925072,0.023311444943149885
0.02683504197089111,0.02341612901786963
0.02557788872631157,0.02808556035657724
0.024600548288401435,0.023278784468770027
0.022405897838227887,0.026034120644132297
0.023249911789508425,0.023835544010003408
0.020434963880216372,0.03318249314030011
0.021072701655766544,0.015974379231532415
0.020012781106373844,0.025598725805679956
0.01982772803131272,0.020636592373251914
0.018922931894659996,0.0156958849777778
0.018173844338339917,0.016536369477709135
0.018566814505878618,0.03997071162859599
0.01819643559350687,0.015776472573479017
0.018611167149508702,0.020742630337675413
0.01748848345788086,0.01563960558672746
0.01640699474338223,0.014163143488268057
0.017110800232957392,0.021505795150995256
0.017104106590151786,0.02186449435353279
0.016780144872034296,0.011548176581660907
0.0163071873113513,0.01768757769962152
0.016314669261083884,0.015589156985282899
0.015576877073330038,0.016865419367949167
0.01662596236519954,0.019005564520756402
0.014827750090290519,0.012387233130633831
0.015914657364435057,0.01497331083814303
0.015203862744657431,0.012403350258866946
0.014983113179312033,0.020731475586692492
0.01536014402833055,0.011833612911403179
0.014334836598266574,0.013372322221597037
0.01455027767577592,0.014888297160466512
0.014807003288584596,0.010561214151481787
0.014445371675140718,0.01918713940680027
0.013831119630704908,0.010876243891815345
0.014441850102561361,0.011265937276184558
0.013703073127743076,0.01151062210649252
0.01401023860670188,0.010604507006704808
0.013555620832916568,0.011771985083818435
0.013714500068741687,0.012422416577736536
0.013137082077124539,0.008522671764095624
0.013662685583619511,0.015490247130393982
0.012662263106773881,0.014013962748150031
0.01352263094440979,0.01037797357638677
0.012579181345946648,0.015290131747722625
0.01340212937926545,0.009916550740599632
0.012930092667832094,0.008486104520658651
0.013010145011193613,0.011290978491306305
0.013021910365890054,0.011915568453570207
0.012259522339000422,0.018939886738856635
0.01288659446905641,0.019469804132978122
0.01275835634987144,0.010435509219765663
0.012529369383612099,0.009036288556953272
0.012794335205327061,0.013203154191374779
0.012475692194174317,0.013068218524257342
0.012150083984522258,0.016178514420986174
0.012449332866598578,0.013213943712413311
0.012150242037632887,0.015194741368293763
0.011969145454904613,0.018333653375506402
0.012154780514100018,0.021203772515058516
0.012156492621144828,0.014897585466504097
0.010945349075776689,0.01697391579548518
0.011340074526474756,0.010001278388003508
0.012598542220452253,0.01595685730377833
0.011497573948520072,0.011515890228251616
0.011655744902789592,0.012125512997309367
0.011798354500795112,0.00976730069766442
0.01130186026411898,0.008814608834683895
0.011259954558137586,0.008479307127495606
0.01185212674386361,0.015412994876503945
0.011396012268083937,0.018488977149128914
0.01175850123079384,0.013015642436842124
0.011498054858954514,0.009261435983081658
0.011204255586599602,0.017547057936588922
0.011467463596778757,0.010375662997364999
0.011013957664808807,0.010552623942494392
0.011278522618991487,0.011042578202982744
0.011108339354834136,0.00903908947110176
0.01112648508040344,0.02040195816755295
0.011168759899980882,0.010946141608059406
0.010962949925924049,0.007757449984550476
0.010973661626086515,0.008350823809703192
0.010491324476897717,0.011460338351627191
0.010975935179082786,0.011491475209593772
0.011062708938823027,0.008884428364535173
0.010594069143866791,0.007521224771936734
0.010670580664540038,0.008489980960885683
0.01049492089713321,0.010957699519892533
0.010199206606868435,0.008860735168059667
0.011102276081986287,0.010538238376379013
0.010494641182615477,0.010532610088586808
0.010577282049200115,0.010580149705211322
0.010346041138119558,0.0079250165472428
0.010632153307252071,0.008911503906051318
0.01050627821004566,0.007897996871421734
